0.43802,-0.097897,-12.701
0.40869,-0.78007,-11.532
0.2125,-0.54033,-9.6878
-0.63607,-0.84499,-9.8526
-0.33919,-0.26439,-10.816
0.20646,-0.095895,-11.133
0.23303,-0.65675,-10.972
-0.049535,-0.26973,-11.101
-0.079687,-0.44446,-11.268
0.026577,-0.71542,-11.058
-0.029742,-0.60773,-11.256
0.24648,-0.50928,-11.012
0.031272,-0.4434,-11.05
0.079441,-0.70378,-11.061
0.11188,-0.64184,-11.172
0.31215,-0.32835,-11.213
0.1492,-0.35309,-11.062
0.045689,-0.41,-11.122
0.14728,-0.44662,-11.179
0.014837,-0.59682,-11.302
-0.10655,-0.70811,-11.402
-0.036029,-0.62311,-11.134
-0.26032,-0.44003,-11.054
-0.2793,-0.69945,-11.062
0.34874,-0.64655,-10.902
0.032536,-0.3545,-10.772
0.056975,-0.3693,-10.927
0.13483,-0.82524,-11.536
-0.066744,-1.2146,-10.736
0.056702,-0.4633,-11.71
0.13618,-0.62588,-11.227
-0.17754,-1.6107,-11.159
0.28742,-1.0595,-11.032
0.076956,-0.66699,-10.503
0.26765,-0.51882,-11.229
-0.067289,-0.51976,-11.443
0.25888,-0.73413,-10.667
0.30531,-0.47148,-11.408
0.018947,-0.70338,-12.54
-0.10879,-0.99989,-11.951
-0.10359,-0.98298,-11.841
-0.93404,-1.014,-12.836
-0.71369,-0.8712,-12.729
-0.14103,-1.1938,-12.644
-0.75719,-1.0785,-11.217
-0.49606,-0.87268,-10.512
-0.34367,-0.5069,-9.595
-0.1063,-0.33337,-8.6126
0.1289,-0.13273,-8.3852
0.14377,0.00038735,-10.916
0.48133,-0.14919,-10.547
0.59549,-0.18568,-11.398
0.57869,-0.46632,-12.833
0.50914,-0.63325,-11.865
-0.24399,-0.66716,-12.801
-0.23889,-0.69116,-12.036
-0.16139,-0.43216,-12.371
-0.21878,-0.78789,-12.567
-0.23922,-0.96685,-11.28
-0.30897,-0.96551,-11.154
-0.23742,-0.85861,-10.829
-0.28119,-0.87709,-11.112
-0.47447,-0.93144,-11.508
-0.4031,-1.0066,-11.495
0.12275,-0.74975,-11.013
-0.30137,-0.77769,-11.78
0.041417,-0.76563,-10.911
-0.096605,-0.42893,-12.156
-0.053296,-1.0781,-10.751
-0.050207,-1.1321,-11.623
-0.11491,-1.0142,-11.088
-0.19117,-0.92253,-11.006
0.03146,-0.46502,-11.374
-0.095329,-0.62074,-11.783
-0.18565,-0.82281,-10.947
-0.15258,-0.56714,-12.518
-0.13824,-0.76722,-10.086
-0.22216,-0.57184,-11.329
0.069562,-0.86689,-10.212
-0.041921,-0.74135,-11.594
-0.28597,-0.71531,-10.494
-0.31465,-0.81044,-9.8961
-0.068833,-1.3565,-11.104
-0.10534,-0.75274,-11.076
0.13605,-0.55924,-11.285
0.089311,-0.56368,-10.979
-0.022853,-0.69256,-11.664
0.13743,-1.0535,-11.49
0.099438,-1.0104,-11.173
0.079342,-0.61372,-11.419
