0.24493,0.19367,-10.587
0.19181,-0.48706,-9.6089
0.0041088,-0.24062,-8.076
-0.85458,-0.51548,-8.2087
-0.53762,0.054402,-9.0147
0.013582,0.20376,-9.2791
0.020564,-0.35769,-9.1473
-0.24833,0.038961,-9.2519
-0.28456,-0.13461,-9.3919
-0.18782,-0.40911,-9.2193
-0.24034,-0.29952,-9.3793
0.039146,-0.21078,-9.177
-0.17363,-0.13742,-9.2053
-0.13458,-0.39933,-9.2173
-0.099992,-0.33856,-9.3115
0.1111,-0.032248,-9.3434
-0.052626,-0.051288,-9.2208
-0.15806,-0.10455,-9.265
-0.057809,-0.14469,-9.3129
-0.19541,-0.29018,-9.4191
-0.32061,-0.39716,-9.5018
-0.24716,-0.31468,-9.2767
-0.46492,-0.12388,-9.2114
-0.49295,-0.38248,-9.2218
0.13655,-0.35153,-9.0824
-0.16926,-0.048623,-8.9722
-0.14536,-0.064264,-9.1075
-0.083459,-0.52265,-9.6142
-0.2985,-0.90477,-8.9483
-0.14891,-0.1582,-9.7607
-0.075159,-0.32345,-9.3552
-0.42306,-1.2967,-9.3
0.060858,-0.76207,-9.19
-0.13578,-0.36248,-8.7564
0.059976,-0.22105,-9.3563
-0.2748,-0.2103,-9.5357
0.043695,-0.43592,-8.8898
0.099262,-0.17505,-9.5049
-0.19502,-0.39682,-10.452
-0.33303,-0.68869,-9.9604
-0.32724,-0.67197,-9.8676
-1.1583,-0.67403,-10.697
-0.93307,-0.53897,-10.605
-0.37202,-0.88135,-10.54
-0.98378,-0.74461,-9.3449
-0.71562,-0.54804,-8.7557
-0.55056,-0.1878,-7.9962
-0.30728,-0.022662,-7.177
-0.065224,0.16965,-6.9844
-0.045717,0.30217,-9.1
0.28642,0.1409,-8.793
0.39924,0.10045,-9.5015
0.37265,-0.17944,-10.692
0.29732,-0.34384,-9.8866
-0.45654,-0.35144,-10.67
-0.45227,-0.37561,-10.031
-0.36578,-0.11946,-10.309
-0.43555,-0.47298,-10.468
-0.46222,-0.65111,-9.4015
-0.53188,-0.64734,-9.2938
-0.45665,-0.543,-9.0228
-0.50104,-0.55995,-9.2598
-0.6961,-0.60751,-9.5887
-0.62739,-0.6851,-9.583
-0.092898,-0.44678,-9.1737
-0.51774,-0.4599,-9.8161
-0.17474,-0.45981,-9.0939
-0.30092,-0.1185,-10.13
-0.2803,-0.76875,-8.9604
-0.27909,-0.82288,-9.6826
-0.33964,-0.70278,-9.238
-0.41266,-0.6085,-9.1713
-0.1742,-0.15903,-9.478
-0.30634,-0.31024,-9.8173
-0.40366,-0.50904,-9.122
-0.36168,-0.25467,-10.432
-0.35434,-0.45513,-8.4073
-0.43139,-0.25695,-9.4444
-0.15014,-0.56199,-8.5118
-0.25718,-0.43264,-9.6616
-0.50017,-0.3981,-8.7482
-0.53215,-0.49217,-8.2494
-0.30554,-1.0465,-9.2566
-0.32096,-0.44181,-9.2273
-0.072958,-0.25685,-9.4002
-0.11982,-0.25966,-9.1515
-0.23642,-0.38454,-9.7225
-0.088828,-0.75089,-9.5759
-0.1253,-0.7065,-9.3102
-0.13153,-0.30932,-9.5143
-0.28495,-0.54124,-8.3722
-0.27517,-0.81744,-8.0482
-0.056332,-0.71171,-9.3264
-0.48208,-0.71444,-9.2372
-0.26861,-0.45839,-9.6182
0.20254,-0.13735,-10.858
0.21951,-0.4293,-9.9102
-0.053253,-0.56168,-9.4875
-0.52729,-1.0482,-7.3053
-0.50094,-0.92913,-7.7307
-0.28143,-0.14047,-10.501
-0.2435,-0.65393,-8.9242
-0.52117,-0.59698,-8.9726
-0.050442,-0.045454,-10.003
-0.026228,-0.31043,-9.5943
-0.23202,-0.74977,-8.8067
-0.0098561,-0.61142,-10.006
0.13757,-0.38888,-9.9025
-0.24538,-0.22038,-10.137
-0.60384,-0.27361,-10.687
-0.49414,-0.49001,-9.5246
-0.44111,-0.2618,-8.9071
-0.28178,-0.51494,-9.1445
-0.074001,-0.62757,-10.134
0.10879,-0.58895,-10.09
-0.19352,-0.58119,-9.4023
-0.4598,-0.28283,-9.8856
-0.47366,-0.6263,-9.6832
-0.51556,-0.64015,-9.3484
-0.10117,-0.37135,-9.239
-0.33699,-0.27644,-8.607
-0.41626,-0.24043,-9.1715
-0.53825,-0.73474,-8.3413
-0.16287,-0.81897,-9.1725
-0.31075,-0.4159,-8.0563
-0.3198,-0.27746,-8.7189
-0.47646,-0.73631,-7.6683
-0.24709,-0.75574,-8.028
-0.090732,-0.50511,-9.5139
-0.11565,-0.55563,-9.0701
-0.14019,-0.45283,-9.1792
-0.39095,-0.44526,-9.0788
-0.33434,-0.5789,-8.9517
0.11822,-0.19877,-10.181
-0.3477,-0.50284,-8.6012
0.18073,-0.30526,-9.7297
0.049367,-0.13574,-9.91
-0.083756,-0.33172,-9.8224
-0.48154,-0.61539,-7.8038
-0.62664,-0.52125,-7.1757
-0.13636,-0.1819,-10.307
-0.36593,-0.50574,-9.3625
-0.44739,-0.38703,-8.8406
0.0060199,-0.47413,-9.5079
0.050002,-0.37628,-9.8324
0.23145,-0.42389,-10.209
-0.13425,-0.31254,-10.216
-0.19916,-0.099325,-9.9211
-0.04477,-0.38379,-9.5526
-0.88586,-0.14788,-8.3949
-0.44819,-0.28802,-9.406
-0.72819,-0.17567,-10.125
-0.61208,-0.4911,-7.0252
-0.68396,-0.50743,-7.7231
-0.11646,-0.46523,-10.335
-0.71998,-0.22156,-9.9033
-0.38173,-0.37123,-8.8404
-0.14259,-0.030141,-9.5801
0.0049641,-0.27544,-9.6141
-0.20318,0.0036332,-10.167
0.18131,-0.19064,-10.124
-0.015346,-0.45381,-10.69
0.11941,-0.01847,-10.214
-0.056992,-0.26163,-10.253
0.19621,-0.28027,-10.209
-0.87859,-0.48632,-4.6613
-0.15586,-0.64829,-9.2379
0.28535,-0.34868,-10.462
0.20924,-0.31715,-10.756
0.0062213,-0.091461,-9.9479
-0.21916,-0.065319,-9.3449
-0.25563,-0.63172,-7.5446
-0.57494,-0.71314,-8.1364
-0.17071,-0.38759,-10.307
0.01708,-0.51782,-9.2172
-0.29429,-0.51642,-8.5894
0.24469,-0.077863,-10.36
0.076504,-0.46228,-8.7995
-0.33425,-0.67735,-9.0534
-0.28382,-0.25567,-9.0447
-0.012568,-0.56497,-8.7834
-0.2277,-0.46091,-9.4185
-0.072174,-0.35227,-9.6255
-0.20678,-0.57854,-9.022
-0.085844,-0.52264,-9.1374
0.10228,-0.35382,-9.4062
-0.052129,-0.38409,-8.9506
0.11378,-0.41203,-9.6071
0.22127,-0.26672,-9.3521
-0.17954,-0.80193,-8.9629
-0.004707,-0.52628,-9.6154
-0.20405,-0.3878,-9.1809
-0.38909,-0.43907,-9.0446
-0.29642,-0.26404,-9.7615
0.12484,-0.22831,-9.0918
0.22853,-0.55186,-8.7406
-0.057067,-0.59406,-9.4351
-0.13277,-0.65,-9.0041
-0.19608,-0.23063,-9.6
0.29212,-0.55543,-9.2304
-0.0053872,-0.86396,-9.1208
-0.32614,-0.55311,-9.3137
0.061925,-0.62178,-9.1792
0.046796,-0.45709,-9.855
0.060342,-0.55864,-8.8795
-0.28381,-0.54898,-9.6682
-0.0163,-0.78732,-9.1593
0.086795,-0.57585,-9.4178
0.14302,-1.1002,-8.8334
-0.0020727,-0.63671,-9.7816
-0.11706,-0.66426,-9.9577
-0.28021,-0.72774,-9.107
-0.29175,-0.61207,-9.4585
-0.011795,-0.40753,-9.5525
-0.12088,-0.41496,-9.5631
-0.080432,-0.67552,-8.8341
-0.16332,-0.38695,-9.4309
-0.023568,-0.36083,-9.2637
0.21364,-0.34087,-9.8098
0.41923,-0.43053,-9.4282
0.016096,-0.41324,-9.5188
-0.0023795,-0.41908,-10.037
-0.17181,-0.58273,-8.8133
0.14445,-0.25043,-9.2508
0.30669,-0.37209,-9.7254
0.038263,-0.53302,-9.1642
-0.17848,-0.32143,-9.327
0.222,-0.084141,-9.36
0.094165,-0.63145,-8.9865
-0.0040237,-0.33226,-9.4123
0.18024,-0.31606,-9.7311
0.36901,-0.58346,-9.1696
-0.018635,-0.6554,-9.2477
-0.015059,-0.63207,-9.9779
0.41696,-0.63059,-9.1277
0.34803,-0.53161,-9.0601
0.34496,-0.85504,-9.3253
0.3877,-0.81664,-9.3299
0.14171,-0.93154,-9.7003
0.29195,-0.94699,-9.0189
0.12028,-0.34286,-9.929
0.19695,-0.70636,-9.1241
0.018292,-0.79403,-9.151
0.34448,-0.75048,-9.5987
0.39153,-0.27391,-10.081
0.035546,-0.73664,-9.5823
0.3254,-0.63963,-8.9862
0.1294,-0.42513,-9.5268
0.42747,-0.5513,-9.3827
0.069436,-0.33014,-8.9159
0.28239,-0.49411,-9.3236
0.39316,-0.49442,-9.8487
0.42882,-0.39788,-9.5975
0.46481,-0.60844,-8.4052
0.5262,-0.43354,-9.118
0.55707,-0.39075,-9.8859
0.60626,-0.57948,-9.3075
0.41186,-0.43392,-9.0923
-0.056005,-0.72849,-9.6167
0.38357,-0.31928,-9.4741
0.50156,-0.28377,-9.5707
0.63661,-0.47719,-9.1476
0.22805,-0.38867,-9.7393
0.06262,-0.66068,-9.4346
0.67129,-0.49021,-8.9789
0.47527,-0.49018,-9.406
